wallet,chain,symbol,amount,price_usd,value_usd,token_address
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,base,VERDAX,9.0,0.5359693123108863,4.8237238107979765,0x396d3ad5362861bcc6c5cf2747614e4ba2f2e57e
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,base,GIFT,20250.0,1.2758518653152567e-06,0.025836000272633948,0x158ba75aace3f91e95937c0856d6369cde7a151e
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,base,ETH,7.1497218804e-06,2804.14969,0.020048890394509876,native
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,arbitrum,ETH,5.781546993931e-06,2806.296389,0.01622473445190237,native
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,MIXQ,14.72,0.0009015839824637875,0.013271316221866952,0x3e452a416dae9f0bf4bf69fa0bf529c2b7c7360f
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,ETH,1.868745506084e-06,2805.562007,0.005242881392621258,native
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,optimism,ETH,1.136401296532e-06,2803.132314,0.0031854831959803455,native
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,USDC,0.001358,0.9989381085955378,0.0013565579514727402,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,base,AXOME,160.0,5.964010472965586e-06,0.0009542416756744938,0x8c6f889888d22ee1d8aa2954b61b9f10e7402b95
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,base,GOOFS,1.0,0.00047317502893931557,0.00047317502893931557,0x8e5c04f82d6464b420e2018362e7e7ab813cf190
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,WETH,1e-07,2788.730900800007,0.0002788730900800007,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,base,LWFI,1300.0,1.653197133549819e-07,0.00021491562736147645,0x2953ca1174b41b28439ef1155235fa699d7b75ba
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,BUN,5.0,3.5294841511730616e-06,1.764742075586531e-05,0x7701996420a116f25bd414c02381f6db698bf2eb
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,optimism,USDT,1e-05,0.9923310073708704,9.923310073708705e-06,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,MANYU,1.0,5.783961427359663e-06,5.783961427359663e-06,0x33f1f813b596299b458257018600d943c8aff474
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,FORT,1.0,3.3523819749509375e-06,3.3523819749509375e-06,0x276cea2c682f16a9c2a455338bdb075134669dd8
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,STAR,1.0,3.1882324276247476e-06,3.1882324276247476e-06,0x60597bff98bfb335f57d08bd2d23f96ee0015bdc
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,optimism,ACHIVX,0.001,0.0012202029065112759,1.2202029065112758e-06,0xfaf87e196a29969094be35dfb0ab9d0b8518db84
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,XENA,2.0,8.48713368299577e-10,1.697426736599154e-09,0x4add9ee147deb9452da4726d21b4885896081c1d
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,以太AI,5.0,6.2780061030639e-11,3.13900305153195e-10,0xc1789999e3a80f71cdaad44aa8521a0f5829d55b
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,SUPERX,2.0,1.18066465940581e-10,2.36132931881162e-10,0x70fffd5ab47c36db7c85f771068497033d5523fd
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,UNILIFE,5.0,3.4076356137022e-11,1.7038178068511e-10,0x059b2051bc369a52dfa4bcbaa77388483279320c
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,ERCAI,2.0,1.48694786371e-13,2.97389572742e-13,0xf8fb55139b9acac7bb72e3d6de9ab412e01d2528
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,STETH,1e-18,2797.317901500585,2.7973179015005845e-15,0xae7ab96520de3a18e5e111b5eaab095312d7fe84
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,EETH,1e-18,2797.2415294666807,2.797241529466681e-15,0x35fa164735182de50811e8e2e824cfb9b6118ac2
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,polygon,TBA,17.0,0.0,0.0,0x7e1ae068ac4e0ffd7a84750c2fb093a0eae9aea2
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,ЕTH,2.5190295227323927e+57,,,0x020ffeef54379d29de87f584a68ac7c5567f9be1
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,以太人生,5.0,,,0x26ca7aefbc73cb20364df9bba4fdf642c52a60e4
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,ЕTН,8.148762067062726e+57,,,0x4cfdb9d029b06abc8bffb52bc8b709ca88032356
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,ETH,8.148762067062726e+57,,,0x6cc9a6b7058164d44b620fcec2582dc94aae29fd
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,ЕTH,2.5190295227323927e+57,,,0x89cb442bf864b376b56e9c0404803f3beba26d6b
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,ЕTH,2.5190295227323927e+57,,,0x8f35d2380e5b10eaeca045f192a9c474b6a6346c
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,MIXQ_DIVIDEND_TRACKER,0.017044595413498172,,,0x93d341ad586243a5e8efa7cff65de03b81e72a0e
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,ЕTH,2.5190295227323927e+57,,,0x96d5f2be3c766e49cb6916eab6928ba4d4dd0942
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,Ս⁣SDТ,8.148762067062726e+69,,,0xc69d22f1d2b296b0cc13c70bddee74e7f0a5eab7
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,ETH | VISIT WEBSITE ETHRECEIVE,1.7,,,0xc87c0b31500f2704f8096f1d7283f6c8312df489
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,ethereum,ЕTH,2.5190295227323927e+57,,,0xd0889bf972d955170f1a8fdeffe85524ade1ea3b
0x967e6a64d58780189e4f834a9db9aac6d928c1d2,optimism,UЅDТ,7763.3,,,0x079b80069ed86ba79965691197d2eec9297a74b9
